trade_id,security_isin,security_type,trade_amount,currency,counterparty,counterparty_risk_score,historical_fail_rate,market_volatility_index,settlement_delay_days,settlement_failed
7718,US422382694,Equity,4372109.91,JPY,Barclays,0.223,0.141,17.74,1,0
7719,US667018203,Equity,580485.47,JPY,Citi,0.674,0.173,18.57,1,1
7720,US988276073,Bond,3011435.78,EUR,BNP Paribas,0.857,0.169,10.08,1,1
7721,US119138117,Bond,2012265.12,EUR,Goldman Sachs,0.112,0.07,12.35,3,1
7722,US602345410,Bond,962094.99,EUR,JPMorgan,0.916,0.198,15.36,2,1
7723,US367102905,Equity,2265071.2,GBP,Morgan Stanley,0.92,0.006,29.22,2,1
7724,US732335458,Bond,4703041.54,EUR,Citi,0.013,0.197,16.38,1,0
7725,US862212945,Bond,3910234.15,USD,BNP Paribas,0.9,0.049,13.72,0,0
7726,US987258698,Derivative,669235.89,GBP,BNP Paribas,0.947,0.088,28.49,2,0
7727,US723709045,Derivative,4248654.4,JPY,HSBC,0.038,0.177,29.55,2,0
7728,US371727443,Bond,4687828.24,JPY,HSBC,0.294,0.049,11.79,4,1
7729,US684409412,Bond,1392051.76,USD,Goldman Sachs,0.373,0.045,33.19,1,1
7730,US736860117,Bond,1673764.28,USD,BNP Paribas,0.349,0.129,28.18,0,1
7731,US767117370,Bond,640286.53,JPY,BNP Paribas,0.759,0.141,21.91,4,0
7732,US129268923,Derivative,1731251.12,USD,Goldman Sachs,0.358,0.001,39.5,0,0
7733,US182298322,Equity,3368972.58,USD,JPMorgan,0.957,0.09,10.31,0,0
7734,US200533117,Bond,1368053.53,USD,BNP Paribas,0.995,0.098,26.35,0,0
7735,US953116270,Bond,44056.8,EUR,Citi,0.317,0.054,14.79,3,0
7736,US836644413,Derivative,1699337.79,JPY,Morgan Stanley,0.509,0.109,19.88,2,0
7737,US243397007,Bond,2271338.4,USD,Morgan Stanley,0.558,0.031,14,2,0
7738,US366621311,Bond,2836116.63,USD,Morgan Stanley,0.579,0.065,30.05,4,0
7739,US783985111,Derivative,3422287.27,EUR,Barclays,0.374,0.143,22.05,0,0
7740,US423030376,Bond,318303.88,JPY,HSBC,0.166,0.175,39.59,0,1
7741,US616393283,Bond,2354062.21,GBP,Barclays,0.055,0.118,29.62,2,0
7742,US293522702,Derivative,1339148.69,JPY,Citi,0.106,0.015,37.52,0,1
7743,US105492952,Equity,4740368.13,JPY,HSBC,0.901,0.136,17.22,0,0
7744,US416671467,Bond,1805893.56,JPY,BNP Paribas,0.28,0.18,19.56,0,1
7745,US731339958,Bond,509617.26,EUR,BNP Paribas,0.077,0.101,20.88,1,0
7746,US165256994,Equity,217042.54,JPY,HSBC,0.624,0.099,35.16,1,1
7747,US512850358,Derivative,1334375.38,GBP,Morgan Stanley,0.075,0.198,16.35,1,1
7748,US714873357,Equity,902604.91,USD,Goldman Sachs,0.07,0.127,38.4,4,1
7749,US885177520,Bond,3252500.14,JPY,BNP Paribas,0.622,0.161,11.31,0,0
7750,US777385682,Equity,4236363.04,EUR,Morgan Stanley,0.591,0.129,36.7,1,0
7751,US986016869,Derivative,1569667.93,JPY,Citi,0.041,0.044,23.54,1,0
7752,US708032355,Bond,2893179.36,JPY,Morgan Stanley,0.46,0.057,25.78,3,1
7753,US644071174,Derivative,3654223.33,GBP,JPMorgan,0.436,0.133,39.92,4,1
7754,US209821469,Derivative,1998453.57,GBP,Morgan Stanley,0.547,0.091,36.1,1,0
7755,US483285714,Equity,340964.8,EUR,BNP Paribas,0.738,0.081,37.12,1,0
7756,US263080496,Equity,1153632.71,EUR,HSBC,0.283,0.004,27.57,1,0
7757,US368140504,Derivative,4416498.38,EUR,BNP Paribas,0.433,0.177,38.69,3,1
7758,US758195599,Derivative,4124156.53,EUR,Goldman Sachs,0.793,0.177,30.63,3,0
7759,US174798069,Bond,441797.32,EUR,Citi,0.923,0.092,34.58,4,1
7760,US568209895,Derivative,1127504.13,USD,HSBC,0.891,0.14,31.63,0,0
7761,US367966130,Derivative,3848134.76,USD,HSBC,0.478,0.036,33.43,0,1
7762,US453930961,Equity,2434632.18,EUR,HSBC,0.521,0.101,29.14,4,0
7763,US387516379,Derivative,3802235.49,EUR,Citi,0.529,0.088,31.79,0,0
7764,US529358671,Derivative,1063351.43,USD,Goldman Sachs,0.869,0.131,23.08,2,0
7765,US352657139,Equity,4763963.71,GBP,Citi,0.84,0.094,31.21,0,1
7766,US638969641,Bond,3920201.17,USD,Morgan Stanley,0.312,0.1,18.3,3,0
7767,US297240080,Equity,995287.1,EUR,Citi,0.163,0.059,29.05,3,0
7768,US325341118,Equity,2796661.51,GBP,Morgan Stanley,0.379,0.01,25.71,1,0
7769,US856795564,Derivative,574354.67,EUR,Citi,0.288,0.183,36.96,3,0
7770,US566854860,Derivative,1813559.73,JPY,BNP Paribas,0.951,0.002,30.2,2,0
7771,US621044998,Bond,3301510.63,GBP,Morgan Stanley,0.266,0.056,27.9,2,1
7772,US560553370,Derivative,1657337.16,EUR,Morgan Stanley,0.181,0.09,19.39,2,1
7773,US250683145,Bond,3287224.39,USD,BNP Paribas,0.899,0.064,35.88,1,1
7774,US162925345,Bond,1231449.53,EUR,Goldman Sachs,0.086,0.11,11.62,0,0
7775,US201784099,Bond,3608821.83,USD,Goldman Sachs,0.26,0.092,36.99,1,1
7776,US730050712,Bond,1804351.97,GBP,BNP Paribas,0.439,0.051,29.59,3,1
7777,US795005701,Derivative,3954501.54,USD,Barclays,0.595,0.018,15.68,2,0
7778,US917430423,Equity,692082.67,GBP,Goldman Sachs,0.328,0.028,37.09,1,0
7779,US518792337,Equity,1816269.97,EUR,Morgan Stanley,0.496,0.097,19.79,1,0
7780,US937621974,Derivative,2325022.94,USD,HSBC,0.199,0.169,15.05,2,0
7781,US543795589,Derivative,2124989.17,GBP,Morgan Stanley,0.574,0.02,19.57,4,0
7782,US884005404,Bond,2171141.58,GBP,Citi,0.408,0.135,38.83,2,0
7783,US435694973,Derivative,2229568.63,GBP,Citi,0.849,0.158,32.58,4,1
7784,US450541720,Equity,4944129.59,JPY,Barclays,0.416,0.055,37.5,2,0
7785,US330950326,Derivative,973853.95,GBP,Morgan Stanley,0.444,0.134,18.97,0,0
7786,US102488144,Derivative,3845632.51,EUR,Barclays,0.592,0.137,12.47,4,1
7787,US827382701,Bond,2763426.02,EUR,Morgan Stanley,0.123,0.142,26.88,4,1
7788,US725884311,Bond,2074005.81,EUR,Goldman Sachs,0.157,0.178,24.49,1,0
7789,US145399577,Bond,3171308.3,GBP,Citi,0.79,0.08,31.62,4,0
7790,US615193970,Bond,4269121.9,EUR,BNP Paribas,0.273,0.049,26.28,3,0
7791,US340720765,Equity,2338525.44,GBP,BNP Paribas,0.685,0.109,21.89,1,0
7792,US366563041,Derivative,4325358.83,GBP,HSBC,0.097,0.013,10.14,1,0
7793,US373523995,Derivative,478053.69,GBP,Barclays,0.822,0.067,24.03,0,1
7794,US325039234,Bond,3268890.27,JPY,JPMorgan,0.988,0.177,13.62,1,1
7795,US860755274,Equity,1672568.51,USD,BNP Paribas,0.374,0.106,37.66,1,1
7796,US578536869,Equity,1939709.48,EUR,HSBC,0.506,0.087,37.65,3,1
7797,US122074556,Derivative,2859388.56,JPY,Morgan Stanley,0.443,0.053,34.11,1,0
7798,US689699149,Bond,2404784.82,EUR,Goldman Sachs,0.894,0.05,14.74,4,0
7799,US939277490,Derivative,1915079.4,JPY,JPMorgan,0.01,0.047,14.42,0,0
7800,US969244505,Derivative,1548533.87,USD,Goldman Sachs,0.653,0.166,26.9,3,0
7801,US461874095,Equity,3095393.36,USD,Goldman Sachs,0.652,0.197,31.82,2,0
7802,US438540564,Equity,2532842.46,USD,Morgan Stanley,0.382,0.107,37.14,2,1
7803,US884486965,Derivative,1623312.54,USD,Goldman Sachs,0.219,0.016,36.82,2,0
7804,US797132215,Bond,1032755.48,GBP,Barclays,0.24,0.15,14.66,3,0
7805,US107838941,Bond,3874596.3,EUR,JPMorgan,0.8,0.175,39.86,2,1
7806,US931394618,Derivative,4000577.47,EUR,Goldman Sachs,0.066,0.186,14.7,4,1
7807,US366057031,Derivative,1076802.75,EUR,BNP Paribas,0.564,0.126,35.2,2,0
7808,US620771762,Bond,1315628.58,GBP,BNP Paribas,0.307,0.101,27.61,2,1
7809,US940738579,Bond,1203323.68,EUR,Goldman Sachs,0.265,0.124,30.35,0,0
7810,US269397359,Bond,4424003.03,USD,Citi,0.506,0.003,28.12,2,1
7811,US370237407,Derivative,3872910.6,EUR,Citi,0.898,0.131,36.09,2,1
7812,US242659285,Equity,382121.88,EUR,Barclays,0.618,0.142,29.11,1,0
7813,US566031674,Bond,4165003.09,JPY,BNP Paribas,0.789,0.144,35.46,4,1
7814,US328685126,Bond,193890.59,GBP,Citi,0.601,0.113,14.63,3,1
7815,US665590920,Bond,1273466.96,USD,Goldman Sachs,0.698,0.14,36,0,0
7816,US980643968,Derivative,4595767.01,USD,BNP Paribas,0.432,0.128,39.79,3,1
7817,US520219548,Equity,4323013.16,USD,Goldman Sachs,0.926,0.023,29.85,2,0
7818,US452040135,Equity,3909358.23,EUR,JPMorgan,0.502,0.18,39.29,1,0
7819,US863315511,Bond,2293160.67,USD,BNP Paribas,0.552,0.125,16.6,2,1
7820,US730661109,Derivative,1613856.36,USD,Citi,0.525,0.146,34.88,2,1
7821,US109941699,Equity,4408913.73,JPY,Morgan Stanley,0.316,0.069,15.07,0,1
7822,US636783906,Derivative,3288799.71,EUR,Citi,0.231,0.184,25.48,0,0
7823,US628466298,Equity,1484589.19,JPY,Goldman Sachs,0.074,0.101,29.92,3,1
7824,US694211202,Bond,2321347.43,GBP,JPMorgan,0.718,0.136,29.81,2,1
7825,US825241589,Derivative,4408686.11,EUR,Citi,0.289,0.19,30.13,3,1
7826,US345438700,Bond,4518242.63,JPY,JPMorgan,0.389,0.183,19.63,2,1
7827,US330359655,Equity,3299917.45,GBP,Citi,0.92,0.129,39.21,0,0
7828,US571070214,Equity,3665453.74,JPY,Barclays,0.566,0.033,10.2,1,1
7829,US999676160,Bond,206096.19,GBP,Goldman Sachs,0.097,0.19,28.63,3,0
7830,US525622757,Equity,3026956.53,USD,Goldman Sachs,0.8,0.197,35.98,3,0
7831,US478610630,Bond,3448072.92,USD,Morgan Stanley,0.256,0.021,36.73,4,0
7832,US672936363,Bond,111681.96,EUR,Goldman Sachs,0.553,0.09,31.61,4,0
7833,US935521622,Bond,4220856.35,JPY,Morgan Stanley,0.51,0.11,27.24,1,0
7834,US822751016,Equity,4642142.21,JPY,Goldman Sachs,0.238,0.018,23.72,4,0
7835,US403019130,Derivative,1197302.9,GBP,HSBC,0.116,0.038,23.49,1,0
7836,US471266378,Bond,4230521.7,EUR,Citi,0.211,0.108,22.75,2,0
7837,US858682921,Derivative,3330907.79,USD,Citi,0.097,0.193,31,4,0
7838,US310065268,Equity,2907672.14,JPY,Barclays,0.276,0.006,31.94,4,0
7839,US684318880,Equity,4217198.61,GBP,Citi,0.997,0.182,25.44,3,0
7840,US912589745,Derivative,1435196.57,USD,HSBC,0.402,0.18,32.22,1,0
7841,US751946558,Bond,3956372.33,USD,JPMorgan,0.864,0.171,25.85,3,0
7842,US434268580,Equity,1579458.63,USD,HSBC,0.549,0.076,12.92,4,0
7843,US147732712,Bond,3939408.15,GBP,Citi,0.667,0.098,35.55,2,0
7844,US348567482,Bond,2260759.49,GBP,Morgan Stanley,0.156,0.081,36.11,0,0
7845,US548020862,Derivative,593557.9,USD,BNP Paribas,0.275,0.19,17.99,1,0
7846,US284954287,Equity,1913784.1,GBP,Barclays,0.51,0.104,33.59,1,0
7847,US438052484,Derivative,1175131.46,USD,BNP Paribas,0.881,0.016,25.34,2,0
7848,US441719263,Equity,511652.44,USD,BNP Paribas,0.043,0.055,13.72,2,1
7849,US883783938,Derivative,560332.47,USD,JPMorgan,0.507,0.092,21.94,1,1
7850,US999318131,Equity,3902556.28,GBP,HSBC,0.051,0.191,12.3,1,0
7851,US889698222,Equity,4408175.28,EUR,JPMorgan,0.457,0.114,33.59,2,0
7852,US552695485,Equity,4636374.31,EUR,Goldman Sachs,0.629,0.139,15.89,2,1
7853,US753795938,Bond,4271191.4,GBP,HSBC,0.745,0.018,14.93,2,1
7854,US481624435,Bond,4152818.25,JPY,Morgan Stanley,0.139,0.175,16.26,4,1
7855,US834495166,Derivative,353490.9,GBP,BNP Paribas,0.167,0.108,16.78,1,1
7856,US983197295,Derivative,3952716.74,JPY,Citi,0.47,0.184,30.22,1,0
7857,US946212348,Equity,3918580.47,USD,Citi,0.998,0.089,29.16,2,1
7858,US839558716,Equity,665139.07,JPY,HSBC,0.356,0.137,13.88,3,0
7859,US585257630,Bond,3313426.07,USD,Goldman Sachs,0.428,0.094,31.73,0,1
7860,US709860702,Bond,2268011.61,EUR,Citi,0.432,0.029,20.47,1,0
7861,US655251472,Bond,4501067.48,USD,HSBC,0.081,0.054,23.72,4,1
7862,US332967035,Derivative,3480087.73,JPY,JPMorgan,0.774,0.013,13.75,0,1
7863,US698060659,Bond,4755427.81,EUR,Citi,0.253,0.088,31.26,3,0
7864,US583572374,Derivative,533564,EUR,BNP Paribas,0.704,0.13,21.29,4,1
7865,US581072977,Bond,212630.5,GBP,Citi,0.475,0.049,28.96,2,0
7866,US777651505,Bond,4868161,JPY,JPMorgan,0.612,0.098,22.82,3,1
7867,US341810933,Equity,410158.89,JPY,Morgan Stanley,0.054,0.092,11.47,2,0
7868,US685749197,Derivative,1937117.15,GBP,BNP Paribas,0.89,0.107,31.1,4,0
7869,US426880753,Bond,3253353.41,GBP,Morgan Stanley,0.244,0.037,26.58,4,1
7870,US302708302,Equity,4401482.8,EUR,JPMorgan,0.67,0.107,23.03,2,1
7871,US404581710,Derivative,1280340.82,GBP,JPMorgan,0.798,0.073,16.05,0,0
7872,US528620826,Derivative,155000.48,EUR,BNP Paribas,0.54,0.057,28.73,1,0
7873,US869497358,Bond,2611221.08,JPY,Barclays,0.337,0.117,18.26,1,1
7874,US583168817,Derivative,2360848.98,GBP,Barclays,0.978,0.03,22.88,4,0
7875,US664255523,Equity,1541396.98,JPY,Citi,0.278,0.18,11.69,3,0
7876,US188301319,Equity,4370757.84,EUR,BNP Paribas,0.949,0.187,33.3,2,1
7877,US938323790,Derivative,3749117.64,USD,BNP Paribas,0.156,0.132,12.7,3,0
7878,US656749501,Equity,4292000.75,USD,HSBC,0.389,0.061,36.73,2,0
7879,US924883758,Derivative,817426.71,JPY,HSBC,0.138,0.125,36.03,3,0
7880,US587412684,Equity,3465135.68,EUR,Citi,0.002,0.12,39.13,2,0
7881,US307328616,Derivative,4875757.66,EUR,Barclays,0.26,0.078,37.25,4,1
7882,US668172385,Derivative,3063450.32,USD,HSBC,0.087,0.057,39.14,0,0
7883,US209544407,Derivative,865108.18,EUR,Citi,0.986,0.034,36.62,1,1
7884,US714703455,Equity,4978944.17,EUR,Morgan Stanley,0.762,0.043,13.38,3,1
7885,US454887356,Derivative,2646334.67,JPY,Morgan Stanley,0.004,0.131,23.13,1,0
7886,US698091679,Derivative,4201894.5,USD,HSBC,0.224,0.177,12.28,3,0
7887,US146021853,Bond,755313.62,EUR,Goldman Sachs,0.67,0.077,26.36,4,0
7888,US793700467,Bond,3333820.13,JPY,Barclays,0.399,0.024,25.89,4,0
7889,US290083824,Derivative,4563962.31,GBP,Morgan Stanley,0.832,0.003,37.67,3,1
7890,US341213985,Bond,2664768.92,USD,HSBC,0.505,0.081,39.09,3,1
7891,US611686077,Derivative,1450413.7,JPY,Goldman Sachs,0.654,0.047,17.79,3,0
7892,US124219726,Bond,645834.92,GBP,JPMorgan,0.597,0.065,27.47,4,1
7893,US560387563,Equity,1486763.88,EUR,HSBC,0.638,0.048,23.93,0,1
7894,US218384973,Equity,1780872.17,EUR,BNP Paribas,0.23,0.133,26.4,0,0
7895,US504120440,Derivative,3552675.98,GBP,Morgan Stanley,0.373,0.128,25.95,3,0
7896,US837000796,Derivative,901320.82,JPY,Goldman Sachs,0.051,0.182,37.42,2,1
7897,US188235105,Equity,539463.23,EUR,Citi,0.588,0.14,36.88,0,0
7898,US819234129,Equity,1940828.31,EUR,HSBC,0.459,0.033,13.68,4,1
7899,US918899445,Bond,2298681.55,JPY,BNP Paribas,0.761,0.15,20.35,4,0
7900,US657979100,Derivative,3145641.41,JPY,Goldman Sachs,0.206,0.036,32.58,4,0
7901,US242884854,Equity,3540581.19,GBP,Morgan Stanley,0.437,0.112,30.52,1,0
7902,US123711646,Equity,4447495.77,EUR,Citi,0.181,0.015,28.94,1,1
7903,US623505343,Derivative,1451878.29,JPY,HSBC,0.614,0.009,39.81,4,1
7904,US133319676,Bond,2647753.04,USD,Citi,0.848,0.093,20.11,0,1
7905,US812369048,Bond,1836543.13,GBP,Goldman Sachs,0.765,0.021,25.46,1,0
7906,US694301477,Bond,17094.14,GBP,HSBC,0.944,0.061,39.37,2,0
7907,US371140877,Bond,2901364.8,GBP,Goldman Sachs,0.972,0.068,30.87,3,1
7908,US730308186,Equity,4080822.42,GBP,Morgan Stanley,0.772,0.154,29.46,1,0
7909,US415096272,Derivative,191833.04,USD,Citi,0.287,0.067,14.64,1,0
7910,US964433508,Derivative,27423.88,GBP,Barclays,0.219,0.099,17.4,0,1
7911,US800707789,Equity,3641813.85,GBP,HSBC,0.448,0.155,21.32,0,0
7912,US611852120,Equity,3422460.03,JPY,Goldman Sachs,0.994,0.041,23.95,2,1
7913,US509595447,Equity,2035202.01,EUR,Barclays,0.413,0.161,24.92,2,0
7914,US229117277,Derivative,3311408.36,GBP,HSBC,0.199,0.166,37.06,2,1
7915,US809295196,Derivative,4767396.5,JPY,Barclays,0.944,0.198,13.22,2,0
7916,US839560020,Derivative,1246835.35,JPY,HSBC,0.386,0.089,17.45,1,0
7917,US790240956,Bond,1237173.71,EUR,HSBC,0.691,0.074,14.31,2,1
7918,US250598388,Equity,939298.7,JPY,Citi,0.788,0.14,32.06,2,0
7919,US390440213,Equity,3622693.88,JPY,Morgan Stanley,0.843,0.012,39.12,4,0
7920,US940579362,Equity,1772414.3,GBP,Barclays,0.821,0.008,36.82,1,0
7921,US723013348,Derivative,4943578.74,GBP,Morgan Stanley,0.836,0.067,31.7,1,0
7922,US401735695,Equity,3576098.03,JPY,Goldman Sachs,0.668,0.146,10.65,1,1
7923,US543423025,Equity,1843210.66,USD,Citi,0.404,0.023,20.41,3,0
7924,US738863993,Bond,754438.31,EUR,JPMorgan,0.667,0.127,35.91,2,0
7925,US845376895,Derivative,2964203.83,JPY,Citi,0.837,0.054,29.59,2,0
7926,US825719664,Equity,1481567.23,JPY,JPMorgan,0.351,0.13,16.29,2,0
7927,US689964202,Derivative,4528490.32,USD,BNP Paribas,0.297,0.091,23.99,0,0
7928,US993476112,Derivative,2212607.96,EUR,HSBC,0.344,0.023,12.64,0,0
7929,US215405647,Derivative,1470323.32,JPY,Goldman Sachs,0.551,0.049,25.62,0,1
7930,US128549561,Bond,2946873.55,JPY,Morgan Stanley,0.052,0.044,37.03,3,1
7931,US297839350,Derivative,693502.76,GBP,Goldman Sachs,0.779,0.033,11.16,2,1
7932,US109080961,Derivative,2812129.87,JPY,Citi,0.139,0.094,28.42,1,0
7933,US876633475,Derivative,289996.28,USD,JPMorgan,0.133,0.191,16.99,1,0
7934,US155296596,Equity,3038374.52,JPY,BNP Paribas,0.198,0.132,39.71,4,1
7935,US790624422,Bond,2655517.58,EUR,JPMorgan,0.577,0.167,11.95,0,1
7936,US404317921,Equity,2608622.25,EUR,Citi,0.286,0.196,28.52,3,0
7937,US512532101,Bond,3423980.29,USD,Citi,0.368,0.108,17.69,4,1
7938,US364448592,Bond,231838.51,JPY,HSBC,0.932,0.048,36.47,3,1
7939,US510828760,Derivative,2304060.01,JPY,HSBC,0.847,0.186,13.66,1,1
7940,US895695428,Derivative,2225752.93,JPY,Goldman Sachs,0.852,0.14,22.88,2,0
7941,US141245764,Equity,2304314.38,JPY,Barclays,0.578,0.192,15.56,1,1
7942,US833114003,Bond,4899655.95,JPY,JPMorgan,0.866,0.13,33.98,1,1
7943,US107059903,Derivative,704999.58,EUR,Citi,0.779,0.155,20.54,0,0
7944,US508094223,Derivative,3455244.49,GBP,HSBC,0.953,0.178,15.6,1,0
7945,US642948146,Derivative,2015960.73,EUR,HSBC,0.064,0.152,31.78,3,0
7946,US335075176,Derivative,2563515.36,GBP,Goldman Sachs,0.029,0.113,34.52,2,0
7947,US403918244,Equity,3814345.59,EUR,Barclays,0.175,0.094,23.87,0,0
7948,US977213159,Equity,795303.46,USD,HSBC,0.929,0.165,21.37,4,1
7949,US824540100,Derivative,3820290.21,JPY,Morgan Stanley,0.606,0.154,28.96,1,1
7950,US581363369,Derivative,360950.61,GBP,Citi,0.426,0.073,29.54,0,0
7951,US552712257,Derivative,2421714.46,EUR,Barclays,0.513,0.1,29.82,0,0
7952,US100975112,Derivative,3712933.58,GBP,Morgan Stanley,0.83,0.127,18.27,0,0
7953,US331169898,Derivative,970831.76,JPY,HSBC,0.929,0.006,38.24,3,1
7954,US808676195,Bond,3856869.07,USD,BNP Paribas,0.73,0.05,16.4,4,0
7955,US155745877,Bond,842394.41,JPY,HSBC,0.76,0.05,21.22,0,0
7956,US503209023,Bond,3998201.4,EUR,Morgan Stanley,0.32,0.177,18.51,3,1
7957,US234831829,Bond,2349988.51,EUR,HSBC,0.467,0.066,37.93,4,0
7958,US410217377,Derivative,3426345.28,GBP,Goldman Sachs,0.885,0.109,34.85,2,1
7959,US820758198,Bond,4587858.23,USD,JPMorgan,0.786,0.166,34.34,3,0
7960,US112234908,Bond,2048023.4,USD,Citi,0.684,0.052,10.14,0,0
7961,US616957605,Equity,1172458.06,EUR,Barclays,0.065,0.025,30.58,1,1
7962,US390360173,Bond,4337148.84,GBP,BNP Paribas,0.04,0.19,16.91,3,0
7963,US641992544,Bond,816467.07,JPY,BNP Paribas,0.13,0.141,39.03,2,0
7964,US867974336,Derivative,3161065.5,JPY,Morgan Stanley,0.581,0.035,25.92,4,0
7965,US875395424,Bond,4617033.91,EUR,BNP Paribas,0.536,0.164,26.94,2,0
7966,US982885120,Bond,3375239.59,EUR,JPMorgan,0.943,0.157,20.69,4,0
7967,US611705303,Derivative,986448.62,JPY,Morgan Stanley,0.695,0.168,26.1,3,1
7968,US347831683,Bond,769896.92,JPY,Citi,0.294,0.055,32.49,4,1
7969,US153226755,Derivative,1269004.6,JPY,HSBC,0.161,0.09,26.86,0,0
7970,US524479825,Bond,1963120.1,GBP,Citi,0.85,0.139,29.24,3,1
7971,US413548058,Equity,804203.57,USD,BNP Paribas,0.46,0.078,24.17,1,1
7972,US636118954,Equity,3991092.19,EUR,Goldman Sachs,0.653,0.014,31.49,2,1
7973,US621111071,Bond,1791606.36,EUR,Citi,0.565,0.027,36.99,2,0
7974,US575038824,Equity,4681072.81,GBP,Citi,0.107,0.119,11.53,3,0
7975,US252858851,Derivative,4214029.41,JPY,Citi,0.057,0.075,13.22,1,0
7976,US820871099,Bond,4545003.13,GBP,JPMorgan,0.377,0.001,30.57,3,1
7977,US563980861,Derivative,1479518.65,JPY,Barclays,0.362,0.153,21.33,0,1
7978,US331200342,Equity,2872920.4,EUR,Barclays,0.674,0.083,18.45,0,1
7979,US101120113,Derivative,1614033.1,USD,BNP Paribas,0.632,0.063,15.36,1,0
7980,US915508329,Equity,1292173.07,GBP,Citi,0.969,0.143,27.18,3,1
7981,US205255383,Equity,3039363.04,JPY,Barclays,0.858,0.091,20.43,1,0
7982,US267322679,Equity,4091796.95,EUR,BNP Paribas,0.497,0.139,25.24,1,0
7983,US635427696,Derivative,477053.05,USD,Citi,0.5,0.003,38.76,0,0
7984,US709073164,Equity,1386086.12,GBP,Barclays,0.674,0.002,32.75,0,0
7985,US448597687,Bond,1033619.56,GBP,Barclays,0.114,0.112,33.88,1,0
7986,US325063953,Equity,3993767.36,EUR,BNP Paribas,1,0.196,13.73,1,1
7987,US968453045,Bond,4667526.64,GBP,HSBC,0.519,0.054,19.75,4,0
7988,US491891916,Bond,408914.12,EUR,Morgan Stanley,0.91,0.137,13.19,0,1
7989,US934011364,Bond,1902274.94,GBP,BNP Paribas,0.967,0.034,39.06,1,1
7990,US901071274,Bond,4573400.12,USD,JPMorgan,0.582,0.062,30.47,4,1
7991,US854139430,Derivative,1729744.72,USD,Morgan Stanley,0.103,0.016,10.58,1,0
7992,US379482556,Bond,3566180.57,GBP,Morgan Stanley,0.573,0.176,24.27,4,1
7993,US138199721,Equity,512325.27,EUR,Barclays,0.598,0.062,17.91,1,0
7994,US647402704,Bond,2227493.78,JPY,Goldman Sachs,0.789,0.046,26.2,3,0
7995,US578655566,Equity,2521470.87,GBP,Goldman Sachs,0.048,0.146,15.36,0,0
7996,US199572369,Derivative,3790743.75,JPY,HSBC,0.466,0.04,11.71,1,1
7997,US598369430,Bond,1451235.01,EUR,JPMorgan,0.923,0.048,19.7,2,0
7998,US836963765,Equity,1328300.98,JPY,Citi,0.991,0.021,18.87,2,0
7999,US142566130,Derivative,1521808.67,GBP,Barclays,0.191,0.193,31.51,4,0
8000,US236247069,Derivative,2782925.58,USD,JPMorgan,0.871,0.05,24.24,0,1
8001,US220457977,Equity,4381262.02,EUR,Morgan Stanley,0.146,0.199,18.74,4,0
8002,US250180705,Bond,4156397.57,USD,Barclays,0.841,0.035,27.11,0,0
8003,US261910467,Derivative,299148.83,USD,Morgan Stanley,0.277,0.004,12.14,2,0
8004,US349399366,Equity,4395986.01,USD,JPMorgan,0.96,0.179,29.87,2,1
8005,US403759505,Bond,484595.78,GBP,Goldman Sachs,0.695,0.116,14.42,4,1
8006,US368132102,Derivative,2082586.87,EUR,JPMorgan,0.399,0.07,18.39,3,0
8007,US119625255,Equity,3829368.15,JPY,BNP Paribas,0.281,0.103,18.46,2,0
8008,US226466629,Derivative,416740.07,USD,Barclays,0.235,0.052,23.98,0,1
8009,US239587065,Derivative,211594.4,JPY,Barclays,0.681,0.127,38.59,1,0
8010,US264905152,Equity,1656679.06,EUR,HSBC,0.896,0.123,19.74,1,1
8011,US686273859,Derivative,3652328.78,EUR,Citi,0.755,0.016,18.44,1,0
8012,US738414640,Equity,2613564.62,JPY,Goldman Sachs,0.835,0.182,15.06,2,0
8013,US561840435,Bond,2090839.33,JPY,Barclays,0.781,0.092,21.76,3,1
8014,US584998001,Equity,4067235.85,USD,Goldman Sachs,0.979,0.039,15.46,2,0
8015,US518187626,Bond,3835879.22,JPY,Barclays,0.758,0.061,14.13,0,1
8016,US173336604,Derivative,3932355.62,JPY,Goldman Sachs,0.21,0.173,35.72,2,1
8017,US986360980,Equity,2304036.85,GBP,HSBC,0.792,0.077,11.58,2,1
8018,US248867545,Equity,107051.72,USD,BNP Paribas,0.322,0.112,31.32,2,1
8019,US510511181,Equity,868963.5,USD,HSBC,0.996,0.19,16.08,2,0
8020,US567126792,Equity,3709089.14,EUR,JPMorgan,0.377,0.13,10.35,0,0
8021,US129988602,Bond,3768335.62,JPY,Goldman Sachs,0.293,0.135,33.85,2,0
8022,US425907886,Bond,4861770.08,GBP,Morgan Stanley,0.239,0.05,31.07,3,1
8023,US759195723,Derivative,959030.77,EUR,BNP Paribas,0.659,0.134,20.03,4,0
8024,US976354857,Derivative,623404.67,GBP,JPMorgan,0.109,0.079,12.38,0,0
8025,US623468471,Derivative,702560.27,USD,Barclays,0.954,0.182,20.82,3,1
8026,US395791282,Derivative,932092.69,JPY,Barclays,0.294,0.026,15.44,1,0
8027,US178490821,Equity,2647057.01,GBP,Citi,0.295,0.057,37.98,1,1
8028,US475082111,Bond,4876305.2,EUR,BNP Paribas,0.046,0.013,25.89,0,1
8029,US762006291,Bond,2951263.1,USD,Morgan Stanley,0.246,0.076,38.92,4,0
